0,1,2,3,4,5,6,7,8,9
1.910712,1.526931,0.42368764,0.40285492,-1.4917850000000001,1.0452724,0.24865246,-1.4581487,-0.2476529,0.05191861
1.6402519,0.22992444,1.5842946000000002,0.19064975,-0.0057806373,-0.20446584,-0.05264151,-0.9924779,-0.053526986,-0.030277029
-0.82081103,-0.3886366,-0.9834289,-0.2329359,-0.07894391,-0.09273538,0.40028882,-0.22574127,-0.015541975,0.066689536
1.6481438000000002,1.5647503999999999,2.656484,1.0018396,2.1533527,0.011575013,0.23932713,-1.5548697,-0.06989952,-0.2918812
1.9248735000000001,0.31932497,2.2386575,0.645731,0.6618064,0.3451958,0.27355419999999997,-0.57508063,0.029327732000000002,0.08475439
1.3088801,-0.25788265,0.19148415,0.20112401,0.36302727,0.20786765,0.6646625,0.21866703,0.12443671,0.17826553
0.45877916,-0.055496722000000005,1.1199907,0.88155735,1.2312133,0.83835065,1.0869658000000002,0.3571577,0.18019818,0.24088041
-1.0173215,-0.46263635,-1.8318721999999998,-0.14496607,-0.7869858000000001,-0.010242075,0.43331210000000003,0.07217276,0.014917905,0.093110844
-0.77215934,-0.26558942,-0.070252836,0.34616417,0.7350918000000001,0.44439545,1.0573659,-0.16662848,0.19226508,0.14079039
-0.06979513,0.0749284,1.3404479,1.0450110000000001,2.2033563,0.967108,1.7139115000000005,0.06921214,0.38327837,0.2583068
-0.00892964,-0.64135677,-0.21926099,-0.19369411,0.76286536,-0.086233586,1.0391771,-0.35753107,0.23079602,0.08578275
-1.4963334,-0.5983746,-1.3343178999999998,0.205796,-0.2581908,0.051437527000000004,0.6002035,-0.35111678,0.12154493,0.06606044
0.029949247999999998,0.107880086,1.6684086,1.497124,1.3578751,1.2119738000000002,0.7470114999999999,0.028662145,0.10733499,0.206727
-1.1354136000000001,-0.4977066,-0.29970044,0.47159052,0.685149,0.40575948,1.1313815,-0.17421162,0.23555526,0.12677224
-0.7397008,-0.14072537,0.47647476,1.0236887,1.0328667999999999,0.9347594000000001,1.1051176,0.17324924,0.16327347,0.18862543
-0.41729504,-0.3675657,0.60091585,1.0644985,0.7466891,0.73202765,0.8986674000000001,-0.18155944,0.19413549,0.18244712
-0.3749053,0.19193953,0.45199007,1.398134,-0.096366525,1.0483341999999998,-0.27030998,-0.2766453,-0.108394675,0.082601696
-1.9260943,-0.40311474,0.20174402,0.5524726,0.2888165,-0.025643318999999998,0.36180893,-1.2115035,0.006859514000000001,-0.09065907
-1.1918799999999998,-0.7120965,-0.23291332,0.47605497,-0.034513474,-0.17265198,0.44434053,-1.1496696000000002,0.09363156,-0.060758427000000004
-0.12531662,-0.19570291,0.07815188,0.95730615,-0.25223994,0.43420318,0.19067183,-0.5183004,0.05090813,0.050352022
-0.11495665,-0.18476504,0.91845113,1.2306233999999998,1.5813918,0.86290693,1.4613718,-0.07442498,0.29130462,0.17243162
-1.8112093999999996,-0.8191084,-2.0305693,-0.044926703,-0.76829773,-0.2811236,0.48221105,-0.6160424,0.13133703,-0.0074331313000000005
-0.7597618,0.09539223,-1.7509818,0.7521095999999999,-2.2217445,0.28821412,-1.2727346000000002,-0.9558603000000001,-0.27860415,-0.12519266
-0.97226274,-0.28239352,-0.17541558,0.57175744,0.96717227,0.55318844,1.3114036,-0.15265465,0.28416103,0.15904392
-0.7999145000000001,-0.20582098,-0.066196024,0.4697572,1.141458,0.41639927,1.2732333,-0.31223035,0.28428668,0.1278729
0.01752162,0.0320341,1.479851,1.2427708999999998,2.0203712,1.0852114,1.5545033000000001,0.04200750599999999,0.3204219,0.23369907
-0.81479144,-0.30255390000000004,-0.28232515,0.5500430000000001,0.92033696,0.52695715,1.3204761999999999,-0.10601246,0.29894355,0.16221946
-0.49845868,-0.18313134,1.3851229999999999,1.0694141000000001,1.7913105,0.9430363000000002,1.3202893999999998,-0.084095,0.22793727,0.15988210000000005
-1.9660796999999999,-0.72024053,-2.6347609,-0.60172844,-1.0601065,-0.42432390000000003,0.42439824,-0.6078248,0.10034286,-0.028590217
0.20654768,0.21939471,2.2688962999999998,1.4310067,1.9678955000000002,1.2251018,0.8944816999999999,0.008449912,0.11083971,0.19937167
0.2248064,0.10520512,1.9091787,1.2902514999999999,2.02087,1.1066685,1.3297294,0.038087487,0.257341,0.23475222
-0.25733870000000003,-0.13113229999999998,1.2726178,1.1688983,1.4516803999999999,1.014886,1.2225095,0.09649867,0.22855692,0.21823369
-0.36925596,-0.20159894,0.59949297,1.0808837,0.777984,0.83662987,0.8996703000000001,0.06095016,0.15762489,0.19974148
0.0029761791,0.26449984,1.3233584999999999,1.7181828000000001,0.5162196,1.3206956,0.118688524,-0.0042446256,-0.030377496,0.17979783
